"bv421 IgM","pe empty Klickmer"
2840.35,15.9219
1336.71,105.931
12469.8,99.0351
1352.07,27.457
6333.91,75.7406
1242.26,95.5559
7876.2,3.82551
13698.8,33.3657
976.493,7.93248
28482.4,-9.37215
14722.9,-24.4629
4202.51,59.7046
5823.53,22.2239
10704.7,21.5486
6459.29,-17.1028
22100.9,29.7642
1626.09,48.0542
2114.84,-20.3857
1135.58,16.372
10579.5,38.7119
7871.97,60.8303
1436.08,97.0473
900.739,-23.2451
5318.39,-6.08925
16909.3,28.695
31636.4,9.73286
8300.06,58.6915
2160.86,36.9111
28296.3,7.7637
2782.36,-24.8865
5238.04,-7.413
1728.34,31.5649
1358.87,-21.3388
9352.72,27.6821
3118.86,65.0267
5139.29,3.88176
19513,15.6968
46812.8,41.4695
1107.68,64.4154
2994.52,13.8964
40298.8,94.8929
40724.3,-37.118
36280,59.1981
1593.91,81.394
23191.5,63.7484
13439.7,15.0779
5759.38,4.05054
1599.82,14.2902
2957.06,-2.70045
12912.6,-30.6581
863.019,53.9637
4232.97,48.1667
1056.37,73.4664
11676.1,35.1102
26596.4,63.0258
35393.5,-48.6081
19320.8,-2.5416
1344.39,54.808
12695.9,-22.6626
16566.9,8.83266
14735.5,56.1025
12569.7,-9.2133
3839.83,20.5921
813.805,-20.5976
12988.9,77.0714
2495.54,56.7216
3297.64,13.9526
5194.73,-8.472
1692.86,59.3669
1834.13,56.2713
26519.4,54.3014
1927.18,25.375
7480.66,12.7148
5648.46,-29.3343
9941.3,26.5567
4291.17,9.28276
18650,-4.8714
1663.29,21.4361
4321.36,41.357
8443,22.3927
11429.5,33.2532
1230.92,-10.1664
3850.02,4.38809
2005.7,-8.84265
25824.1,70.0256
1653.84,63.3037
4494.71,70.0811
1297.43,-18.4266
2459.91,52.7818
5183.44,44.9588
1669.3,0.393794
18738.8,-32.9349
4412.68,45.8593
34728.6,43.8332
12864.7,22.9554
884.491,-0.8472
7597.95,-17.5264
9500.99,95.7216
4777.45,21.9425
7794.39,56.9467
780.473,38.6556
782.981,31.6212
865.84,92.7929
3681.48,-5.295
2092.53,63.6928
4423.03,-29.705
29430.6,63.3037
7688.8,-21.233
22026.9,6.58222
20816.2,64.6377
1041.54,-3.6006
8149.85,127.114
900.478,61.3932
831.15,-13.1846
2595.74,-10.4841
24680.9,-6.08925
36351.2,9.2265
29378.9,-45.9076
2752.27,-49.8259
2493.71,32.0714
806.386,73.1336
27264.9,22.2239
2343.98,-12.4962
778.227,67.6378
2286.93,-3.12405
2925.61,1.91273
1193.83,50.418
5948.87,103.615
837.994,40.9067
36796.4,54.6954
11765.1,12.6585
1185.47,82.8895
1980.94,15.4718
6105.44,51.7125
27232.9,75.7961
25463.5,-22.7155
2412,17.835
6872.23,-65.0226
4981.67,-14.7201
8188.52,-30.711
10952.7,-18.5854
1006.11,31.3398
824.88,27.3445
19664.9,-20.9153
910.038,-34.7352
21689.4,-17.0499
15111.7,-1.059
22468.3,-1.11195
2588.64,16.147
974.612,11.8146
6103.72,59.3669
31717.5,35.7855
3400.25,20.7609
2670.5,24.1933
40121.6,-10.537
14689.5,54.5828
856.749,-5.87745
986.367,5.68206
1033.02,23.8557
7861.73,24.137
873.102,37.0236
17500.5,78.7344
3446.38,69.1927
3057.84,43.4955
2611.42,42.0323
27402.3,64.0263
4102.46,34.3787
906.224,-6.30105
19752.8,3.60047
35334.7,2.92537
26263.9,62.7478
22630.1,-0.68835
10257.3,51.7687
1002.3,63.0814
7788.12,68.3598
7480.35,20.6483
50366.6,-29.9697
780.525,5.40076
7446.18,-13.2905
1541.72,-10.3253
17931.5,55.7085
4957.02,18.06
3043.47,0.61882
1567.32,39.8375
36353.9,55.6522
2619.83,58.2413
11629.8,93.5667
2646.52,97.0473
32366.1,-16.2556
2410.22,188.835
11474.4,62.9691
1301.71,24.4747
8322.99,-30.1285
1885.02,-11.7549
4356.73,38.5994
6072.42,-43.3131
1416.96,-35.9531
1413.25,40.7379
1829.38,93.1246
1552.12,0.78759
1437.49,35.673
1369.68,-2.59455
1341.63,72.7451
3075.6,57.0593
30699,-2.59455
6426.74,7.70744
1384.47,62.8003
5038.93,4.95069
5037.73,26.1628
8290.44,-4.0242
2459.28,-16.2556
4162.33,6.13214
2043.05,-44.9546
5109.72,38.7119
1480.54,43.7206
1578.87,16.2032
4515.61,17.5536
1697.98,34.0973
18786.5,20.1982
1036.52,-20.9153
840.71,60.9992
18245.9,67.0824
2592.71,17.216
6193.37,-13.8729
2850.8,15.4155
2221.94,19.5792
946.609,6.751
6079.48,-55.2268
3553.85,22.5615
22029.7,92.0191
3237.46,53.6823
10086,-10.3782
7314.84,50.5868
11478,48.2793
1674.32,-7.46595
17308.7,-20.174
23554.4,-4.6596
1530.59,30.3269
14300.6,35.8981
8358.41,0.450051
24796.2,62.7478
42664.3,-10.537
3492.35,77.1823
3689.26,27.9072
35858.6,67.1935
19559.7,14.9654
3465.34,40.5128
9607.78,40.0626
1394.08,14.1777
6521.77,34.8289
1293.3,210.861
3958.74,89.0883
10348.6,51.5436
2393.4,38.937
3308.51,-32.882
5304.28,14.9654
31867.8,-28.0635
2165.57,57.2844
15647.8,54.8643
1882.09,13.2774
4147.86,-6.51285
1382.95,46.0281
4036.95,15.9219
17081,67.3045
22523.9,54.8643
19524.5,108.467
8405.01,-1.059
3091.85,69.3593
5991.34,20.367
7276.39,19.4667
4392,4.27558
1957.95,-3.9183
11952.5,22.9554
4086,73.7438
2952.15,24.4747
4092.01,-32.7231
3127.33,41.6383
26303.6,17.8912
852.727,-30.4462
11708.7,-1.74735
46664.9,90.2497
2964.12,-34.2057
19618.1,29.6517
7356.58,31.1148
5889.36,-8.41905
1074.76,40.6253
932.137,-20.7564
6341.12,115.461
7148.44,11.4207
1834.97,6.07588
60091.3,52.219
44899.3,50.8682
10436.2,1.85647
22824.3,95.3902
1361.32,55.8211
1266.66,-17.0499
14293.1,50.4743
942.429,89.2542
4132.5,27.6258
812.917,133.424
20319.2,-18.4796
2952.94,57.1156
54044.6,26.3879
38519.7,-38.1769
3827.6,14.7966
2169.17,120.961
1991.75,70.9137
51083.3,51.6562
30595.4,79.0669
39700.5,89.9179
6371.31,66.138
882.767,50.1929
1816.31,-20.9153
2014.27,75.907
16504.9,-0.7413
1268.75,9.11397
1014.11,29.2015
2660.06,47.0974
37807.2,-9.16035
17374.3,61.1117
8961.15,7.03231
1011.23,26.1065
11500.7,82.3357
4620.35,25.2624
10027.6,35.4479
2651.96,39.1059
6062.08,59.0855
6807.71,-20.3328
3314.67,-37.7004
44530.2,63.137
50664.3,-38.8124
2348.89,93.3456
7939.42,16.4283
1349.78,37.6427
928.062,-29.8109
15208.8,42.5388
1009.25,53.7386
1117.97,87.3179
32488.1,-10.4312
7426.75,82.7787
31911.6,39.8375
3158.99,33.0844
5304.96,56.1588
1030.3,47.3788
29024.3,-6.6717
756.859,-11.1195
13527.9,20.5921
4433.01,78.6789
41115.9,53.2321
6537.08,3.65673
5659.49,32.5216
13967.8,-4.4478
3072.42,0.900104
2486.81,6.30092
908.419,95.5006
3901.32,51.7687
52020.6,-24.1452
13434.5,-22.8214
1291.47,-11.8608
46453.9,66.0824
7697.27,-15.5673
2704.62,-17.1028
17162.4,36.0669
31310.5,48.3919
16540.9,34.5475
6759.59,64.6933
6327.43,12.7711
9489.91,51.2059
26093.8,-15.3555
911.24,0.337538
824.619,12.7711
36712.9,-36.8003
3702.95,15.1342
3304.33,-7.3071
4420.26,-2.91225
2033.6,28.4137
10617.5,31.6775
1321.67,5.17572
31572.3,106.483
1060.14,74.6869
8222.84,-18.6384
1891.23,-11.5961
1485.3,52.6692
762.188,35.4479
33090,38.0366
18463,29.6517
17208.1,31.1148
1416.86,42.3137
3548.83,-19.6974
3164.11,29.6517
5850.6,51.5999
2462.26,34.7726
7274.87,-10.537
3439.85,29.5954
4967.25,19.4667
30216.3,20.367
9513.48,30.552
3144.83,5.6258
1352.07,-10.8018
2556.14,25.8814
6564.25,105.049
753.672,-8.20725
10815.5,70.1366
25493,79.0669
17818.7,57.0593
48785.1,-2.7534
12670.6,110.23
46144.8,64.1375
900.634,-23.7216
2576.26,-1.6944
2584.04,2.64408
11110.1,-24.5159
9060.99,136.933
760.829,13.6713
1078.94,48.4481
834.755,12.4897
8684.31,-23.8275
816.26,33.0844
2235.1,46.5909
5783.15,19.6355
2170.42,54.8643
4969.61,94.0088
47776.4,-22.1861
3877.81,-1.74735
9696.17,66.638
13833.2,49.9114
3434.62,60.6615
2935.64,-47.9198
2520.41,44.9588
973.358,32.9718
3095.2,86.0452
2242.1,-3.177
6014.02,-14.5612
19467.2,49.5175
2886.17,11.1957
42586.1,4.27558
38343.4,37.7552
8718.22,32.0151
1727.76,33.3657
9569.17,-5.34795
43036.1,72.0238
903.873,19.5792
830.157,72.0793
1548.72,13.5025
972.156,3.60047
788.101,29.5391
3831.05,35.3916
2119.8,0.61882
6908.85,48.617
20185.6,3.1504
4069.39,58.4101
1680.58,45.4653
2655.82,51.5999
15688.7,26.838
865.004,50.9245
4276.54,4.21932
2930.68,-20.7564
1363.78,-5.8245
12330.4,59.1981
12461.7,53.8512
802.781,-26.6868
3402.44,3.48795
13792.6,42.7076
37243.4,89.8073
1978.38,52.9507
750.224,27.5133
1820.23,107.475
2609.85,37.9803
943.683,24.6997
34213.4,26.838
1260.6,-12.8669
8009.74,26.1628
18317.1,49.63
4169.07,14.1777
1068.08,93.4009
858.526,47.4351
30195.7,36.9111
8966.74,25.9377
3158.62,55.202
8598.79,16.2032
19281,78.4572
786.951,39.0496
7794.86,60.38
6330.77,30.4395
1003.19,33.7596
2252.08,60.3238
35323.7,-8.5779
878.953,6.07588
873.363,41.6946
6457.93,50.3054
6058.06,16.5971
754.351,31.3961
1721.75,74.6869
814.379,73.9103
756.232,84.8828
1525.58,-19.9622
5856.03,8.10126
2301.35,27.1194
7693.4,-3.9183
