"bv421 IgM","pe empty Klickmer"
5361.33,71.4133
1053.97,-6.1422
893.634,44.2272
27932.8,81.6156
1431.12,85.4363
940.496,61.8997
29991.2,64.1931
9629.93,-8.1543
6266.41,17.2723
3613.87,-5.7186
2997.6,-27.481
1068.23,25.0936
1118.96,56.1588
9631.81,10.4643
40609.1,93.8983
1082.29,1.46267
1034.27,40.6253
19711.7,122.665
14228.5,13.5025
11967.8,10.8018
1785.6,-11.5961
4971.59,62.9129
2640.67,-6.8835
14480.4,24.4747
2346.49,-6.72465
23598.4,53.626
9519.54,16.2032
5829.07,-3.7065
6396.75,35.6167
3655.36,52.7818
2405.37,94.5614
1400.03,-57.0271
6874.79,5.11946
10509.7,49.4049
6361.86,12.0959
9191.13,-2.48865
22076.5,15.0779
799.333,90.4156
6217.04,-2.59455
7926.09,79.8427
22931.6,55.4271
28537.4,29.4828
12412,2.92537
3213.69,-11.7549
800.43,42.9327
4158.73,46.5346
5144.26,-27.3752
16856.5,26.6692
20609,6.69474
6685.77,-17.6853
1142.84,69.4704
1633.72,-7.5189
2190.02,19.9731
32937.8,-40.4538
9981.37,14.4027
11364.3,-38.7594
12244.4,-15.2496
904.971,15.2467
36196.7,62.4626
775.876,11.6458
12400.9,-17.4735
14093.7,-7.25415
6033.19,-9.7428
10819.3,63.9152
21266.2,2.58782
1168.75,56.1588
2093.78,-26.422
23412.7,11.7021
3945,124.368
1094.93,29.2015
4706.04,6.58222
1242.73,17.7787
13030.1,-31.8229
11520.3,-18.3736
1077.32,-35.1059
1226.48,55.7085
14033.7,38.4868
2713.92,33.9285
7495.45,-23.5627
6195.04,59.2544
33132.2,48.5044
1036.05,-13.1846
3002.72,74.1876
1319.89,85.381
3170.53,-31.1346
1067.61,8.21379
1269.84,77.5703
14574.6,58.4664
3043.06,56.4402
10135.1,58.0724
3088.25,3.93802
18074.5,50.1366
29608.6,64.3598
30941.9,58.5227
11648.5,31.3961
12986.7,114.47
3839.93,118.431
767.987,46.7035
3022.99,8.045
13651.1,-20.5976
7719.42,-14.3495
2956.17,45.5216
4109.15,-30.9757
2205.38,48.8984
6637.65,28.5262
7914.29,62.0123
21352,15.303
8921.81,86.6539
20799,22.5615
3146.92,11.252
7848.25,55.1457
2392.15,30.8897
25510.7,12.9399
5175.55,103.781
3816.32,43.3267
22953.1,-15.8321
1865.06,113.644
883.55,77.7921
39127.9,72.8561
6818.05,-13.2375
1071.84,63.5261
13460.1,11.7583
21082.9,1.23765
801.162,86.5432
1294.82,75.5188
1902.73,65.1378
2467.07,64.5265
2227.58,28.5262
11277.3,85.1595
1962.23,-4.28895
62641,79.5102
1853.93,72.8006
3381.18,25.7689
1768.51,1.85647
1603.68,27.457
31998.5,-24.6747
1043.05,61.6183
18111.2,5.9071
7657.19,25.6001
27923.4,50.5868
16184.3,9.00145
10026.1,65.3601
10152.2,77.2931
26918.4,-17.5264
1640.1,21.0422
1746.57,8.10126
3498.73,-20.4916
36105.4,-38.3358
18396.7,9.56407
1128,39.6686
5193.21,61.8434
19466.1,-42.0952
5978.39,123.599
23382.3,-15.1437
1701.85,58.9729
4365.93,82.391
1014.79,69.6369
19793.5,-11.8608
810.618,31.8463
3261.44,-27.2693
5856.19,37.4738
1371.77,59.4232
1199.52,57.1156
782.093,76.0179
10693.2,47.2663
7841.72,-15.0378
2918.3,22.3364
4458.29,104.884
63072.8,71.1358
7331.77,37.5864
958.364,58.8041
5365.56,-42.4129
4727.35,111.937
16655.3,22.1113
2853.25,-29.0696
3745.89,-11.9137
1260.44,-0.4236
5761.05,-8.8956
16452.6,-40.4538
2231.6,35.4479
2926.03,44.7337
1307.04,92.7929
6908.43,8.045
39133.3,72.9116
34902.9,-21.6566
27070.9,46.1407
24211.6,19.9731
52371.6,9.73286
864.063,1.40642
48122.4,14.9091
19558.4,11.0832
788.153,-19.7503
1112.17,-32.6702
12818.8,50.024
9551.77,18.9603
6939.2,20.1982
8121.9,1.80022
917.718,57.003
24564.1,72.5232
1010.03,38.5994
6716.28,40.7942
4401.35,-14.7731
16024.3,10.0704
5404.75,-14.9848
43803.9,79.2886
6206.06,23.1242
28852.7,-4.9773
1622.54,52.7255
19322.7,-10.8018
1950.63,-3.6006
1134.53,59.7046
55082.6,53.3446
4028.12,48.5044
13686.6,-0.37065
4416.81,-34.7352
19173.6,74.5759
997.965,15.7531
2478.46,50.8682
10540.6,11.3645
1614.34,-2.8593
31710.2,38.5431
10951,-41.8834
7268.5,-15.4614
8151.32,-34.4705
3253.55,57.6221
49307.1,-4.28895
953.244,23.5181
1171.83,90.8027
13096.7,2.98163
975.604,114.525
9973.64,53.1758
3241.79,-25.7866
4101.78,80.2306
2206.68,6.35718
1181.92,90.3603
2490.16,9.67659
2786.02,85.8238
2178.37,3.03789
14839.8,14.2902
10978.8,-95.7336
9103.41,-38.9712
7000.28,-6.5658
2303.33,5.6258
23747.5,44.5648
32022.2,-17.0499
3595.22,17.0472
26217.4,17.1598
19698.6,46.0281
6231.35,10.6331
27997.5,50.8119
2772.12,31.2836
39780.9,51.3748
10058,51.3748
2503.58,55.5396
883.289,43.383
1268.38,87.9819
47540.5,74.9642
25061.4,-20.4387
781.884,-18.1089
750.642,-30.9228
824.724,67.5267
1999.06,37.0799
40300.4,11.9271
2417.17,42.7076
31533.5,-7.9425
825.978,80.1198
1381.44,80.3414
917.561,31.6212
10564.4,33.9285
11168.6,35.8981
799.02,1.46267
35243.7,70.7472
19678.1,-13.8729
3091.43,49.5738
15878.5,12.2084
11726.8,62.9129
2339.23,26.2191
2164.83,26.0502
6305.01,69.0262
1606.61,77.404
1003.19,-3.86535
21879.6,25.0936
21001.8,84.8274
8720.67,4.44435
2255.79,32.3528
3116.93,96.5502
5882.2,14.0089
979,-1.6944
13598.6,42.9327
2126.8,15.4155
20706.4,36.8548
6328.79,58.9167
1228.94,19.3542
16237.4,-23.4569
1635.03,66.2491
31953.5,83.997
1383.47,60.6615
18484.8,-6.83055
6226.44,10.9706
2015.36,33.1969
978.896,18.3976
946.975,40.0626
3411.17,-37.9651
1273.03,53.9075
19841.4,11.5895
2717.99,-41.5658
1997.92,102.071
835.695,11.7021
5930.48,33.9847
7010.36,-24.8335
1042.58,15.528
9941.61,17.1598
1250.72,-37.8063
24654.4,69.3593
32746.7,-13.4493
1034.07,37.1925
22261.9,-2.3298
998.069,2.41905
11661.1,36.9673
26330.3,35.7293
905.336,17.835
3257.62,-16.5204
12227.8,5.17572
10306.2,42.37
928.742,-24.7806
866.153,47.1537
34040,-9.3192
906.904,11.6458
3211.39,49.5175
17518.8,2.0815
3351.24,-11.0136
41762.4,56.215
7634.78,36.6297
2243.1,16.0344
792.28,97.9861
11893.6,-25.416
1080.56,0.956361
1905.65,-16.7852
8268.66,-10.0075
1390,37.0236
813.439,38.937
16088.9,66.9713
910.404,24.756
1744.22,-22.8214
1010.56,44.2272
866.31,124.643
7038.21,-12.1256
2170.84,42.4262
7465.2,-22.8214
2819.09,43.6644
5919.92,34.66
2116.93,75.186
5926.72,44.002
3059.46,70.9692
1191.89,65.9157
1240.27,-1.74735
20307,41.357
23700.3,-21.8154
15119.5,64.0263
24626.5,73.0781
4231.29,-15.6202
40357.1,20.986
3176.17,13.1087
3806.08,27.2319
28667.5,78.7344
1307.98,30.1581
851.211,66.138
2159.71,35.2228
9912.31,31.0022
9876.73,-6.8835
998.487,8.66388
1000.16,108.908
993.89,-16.6263
19693,29.3703
1475.74,77.0714
3290.75,52.5004
3054.97,-33.7821
2833.09,42.6513
1018.08,-14.2965
918.502,-17.7912
15440.3,13.1649
13871.5,20.8734
1604.2,11.9834
38104,69.4148
8407.99,54.414
3890.35,88.9223
2416.44,-35.3706
4442.73,42.989
7433.54,18.904
11968.9,12.8273
27972.4,8.43883
2637.8,-24.357
19515.5,3.71299
7487.04,42.4262
7625.38,55.8211
2112.8,21.7174
1213.37,102.071
6597.48,-14.5612
2454.74,37.9803
3112.12,-29.3873
12558.5,73.9103
23330.3,35.2228
2795.26,-0.6354
7709.8,92.8482
2408.6,12.321
1249.73,25.0374
11706.8,22.9554
4602.02,71.8573
3992.75,12.7148
15886.8,5.96336
3988.46,59.4795
6376.85,1.18139
12514.3,-15.7261
4978.17,-21.3388
987.464,-24.357
3517.95,24.6435
52909.6,7.81996
7159.99,62.859
10030.1,18.5102
15758.8,60.38
6112.13,10.6893
827.963,-8.63085
8897.15,-33.835
1776.3,1.85647
773.734,53.0069
13315.3,82.391
24585.9,-17.1558
846.51,61.6746
11443.5,0.281281
28201.7,8.43883
3530.81,65.249
18205.9,85.4363
7019.09,-25.7337
2048.49,49.7989
36962.4,-28.6989
6682.22,63.4705
767.517,35.054
835.956,-39.2889
4458.19,-16.6792
25955.6,-17.7383
1151.82,27.0069
18017,56.4402
5288.61,-15.7791
19205.1,42.5951
15057,-16.7322
20954.8,8.72014
3135.16,101.684
1079.83,-44.7427
34154.5,-38.3358
1315.61,-7.78365
3507.14,58.1287
20938.8,77.1268
791.653,11.9834
17312.8,44.5086
1628.5,104.829
2535.19,-21.18
1307.93,-34.0468
9504.49,12.321
4002.57,23.0116
16295.4,-25.2572
4832.94,10.5768
3497.79,-9.7428
5570.62,-0.8472
7582.96,15.5843
856.645,23.4055
1860.88,2.41905
2624.06,-43.7367
1214.2,-10.9077
20243.7,51.2059
1785.49,24.3059
8889.21,46.6472
3384.52,16.147
767.882,28.076
3543.34,-59.1981
5417.28,22.1113
8112.19,-27.6399
981.612,-29.8109
1703.78,33.7034
23914.6,33.1406
28821.8,22.7866
2568.58,-9.531
2896.2,119.036
10268.4,-20.068
14205.1,39.4998
951.363,62.35
6040.87,10.4643
46490.9,-11.702
796.355,-0.3177
42609.5,60.0423
2905.76,19.2979
23348.1,3.26292
1278.67,55.3708
776.294,46.5909
778.592,-0.79425
1546.37,106.538
23448.8,-3.01815
2621.03,77.6812
2822.01,21.7737
2908.48,61.168
814.379,31.6775
986.523,24.8123
2707.65,81.0616
12530.1,-12.4432
1224.65,52.219
822.373,44.1709
11843.5,-21.5506
22332.1,-23.4039
2889.41,3.54421
3832.31,8.83266
11314.8,36.3483
3184.11,-41.8834
8878.66,4.89443
6753.16,-8.10135
783.399,-3.65355
5640.16,8.94519
7257.53,38.0929
2682.89,62.9691
903.246,-10.6959
53355.9,-22.7685
2553.11,86.9306
5521.04,-3.01815
12016.9,18.9603
6997.04,-22.7685
2210.81,94.1746
1289.23,48.3919
1137.87,81.7818
15671.1,50.418
918.188,22.9554
3346.44,122.555
7620.73,61.3369
11849.1,-6.2481
24658,63.8596
24676.9,10.5205
1224.49,8.045
18047.2,25.4313
4651.23,60.3238
1442.04,99.9735
42276.7,23.6869
4931.47,68.693
4824.84,-19.4326
3342.41,-1.53555
2689.47,62.0123
21333.6,22.2801
2359.65,-5.6127
7316.98,-1.32375
36167.1,62.5189
4539.53,28.8076
10538.1,-8.8956
20198.8,48.8421
5608.65,20.0294
829.687,-2.17095
6918.99,-2.38275
7493.67,44.1709
30337.6,-18.7443
1708.54,-17.3676
25938.1,17.6662
3334.06,82.668
2806.08,10.7456
16081,89.1436
41291.8,-32.0877
1095.66,45.7467
1479.45,-4.81845
31613.2,46.6472
30499.8,48.7858
39932.5,14.0089
1172.2,57.8473
9955.83,-35.1059
27013.4,39.1059
3950.38,75.3524
2062.96,34.4912
26721.9,47.4914
23286.8,71.0247
5865.8,48.2793
26022.7,30.6646
1098.01,49.011
2916.94,0.112512
8157.64,35.9544
9630.92,13.5588
44318.4,-14.3495
2481.49,37.5301
1206.94,27.3445
24768.6,15.1905
5052.36,5.85084
1653.21,72.8561
40111.1,-21.0211
902.672,42.2574
2015.36,-15.3026
5119.34,2.70034
12300.8,-42.36
18013.3,26.9506
4487.45,27.4008
826.761,-27.587
1828.91,17.7224
7927.45,69.6369
6624.33,24.3621
2620.72,49.9677
2307.25,12.2084
3260.08,-3.33585
15920.3,9.11397
20540.4,59.9298
3502.96,-6.0363
14519.4,67.6378
1959.67,17.4974
19854.4,-2.9652
26753.4,34.4912
43997.6,74.4095
1464.97,-6.0363
35659.4,74.0767
1205.79,-41.0362
1569.67,56.1588
767.308,104.112
878.222,27.4008
2173.35,5.17572
924.301,95.7216
2393.51,-21.9743
1687.06,31.171
1432.79,12.8836
31207.7,81.6156
2146.71,28.3011
45726,64.2487
13804.1,27.7947
940.026,50.418
31104,32.1277
19157.7,11.7583
9495.14,-18.2148
18132.3,29.7642
4224.87,117.331
7238.98,21.9988
34895.9,55.8773
3482.43,31.8463
9275.29,-24.8335
2997.66,6.63848
14541.6,56.1025
4087.52,93.2351
1211.7,53.7386
1910.46,19.9169
20080.4,-5.8245
836.74,-56.7094
8146.25,49.4049
3885.49,31.9026
5228.53,71.5243
27220.1,16.4846
29707.1,-4.92435
5359.92,33.6471
1072.57,69.3038
27624.4,-23.3509
40475.2,23.5181
27028.3,-10.1135
28504.9,78.4572
11583.4,15.5843
2068.5,64.3598
1728.54,68.3043
7864.08,0.168769
1349.1,4.83817
1556.3,-8.31315
19060.2,40.6253
1949.12,43.4955
15415.6,-22.1331
6562.68,-4.60665
4646.11,54.4703
1531.95,71.8018
1256.73,101.74
1515.81,-7.0953
37851.7,62.9129
919.703,45.9155
797.243,-20.7034
8607.83,-8.5779
3494.91,-5.98335
1306.83,-25.3101
5035.9,12.9399
14710.2,16.2032
27205.6,40.0063
892.171,18.3414
772.636,30.6083
2106.63,-4.5537
1852.57,3.1504
43784.2,11.1394
23142.7,48.7858
4020.18,39.8937
7920.5,-28.6989
11578.5,-14.6672
1002.51,-12.9198
1519.1,49.2924
44579,31.5087
14566.7,-16.5204
965.521,12.6023
38440.6,-20.5976
15847.4,110.285
7145.41,18.06
7795.69,4.44435
904.291,-26.8456
1785.75,89.033
831.254,-35.4765
2447.74,25.5438
5945.16,46.3095
3601.65,-22.8214
25503.7,57.7347
17111.5,-3.8124
4040.86,73.7993
7059.84,43.4393
3140.13,65.249
7279.42,-22.1331
6749.66,18.5664
1288.91,-28.646
23600.6,-27.8517
27966,63.137
3102.56,-37.7004
1229.88,48.2793
2775.04,51.8813
3895.94,36.9111
16292.3,42.0886
2531.59,18.2851
3910.05,-0.79425
5067.51,50.418
2445.39,39.7249
1204.07,54.3014
1199,31.6775
9429.94,-5.8245
2981.51,38.4305
752.679,3.1504
1120.53,28.4699
2712.67,-43.2602
792.28,74.0767
11924.1,-18.7443
27209.6,-1.42965
7674.33,27.7947
17399.3,77.6812
30803.7,60.1549
4797.51,77.5149
13601,-15.8321
31369.2,-23.1921
2315.51,-17.1558
902.62,82.8895
3168.55,-6.61875
1104.02,19.6918
8206.28,57.9598
5578.88,52.8944
1510.9,-9.4251
1059.67,88.8117
26488.8,5.00695
5873.74,33.3094
14260.4,100.746
35120.6,-21.9213
851.42,42.8765
871.482,-32.0347
4398.53,-16.944
1064.21,11.7583
4087.73,24.4184
12721.8,-4.3419
31255.8,61.6746
1754.98,11.477
22833.1,50.6431
1874.98,7.87622
40775.5,32.0151
2897.5,-1.8003
3002.31,64.1375
36410.3,62.9702
8364.42,29.3703
18448.6,92.9035
10918.4,-13.6081
769.45,64.4154
38095.8,-4.50075
1079.15,113.864
896.35,78.6789
15688.6,58.3538
9927.72,64.6933
2526.36,39.3872
2279.77,14.4027
18838,90.4709
5782.05,47.7165
1280.5,43.9458
1643.49,93.1798
18063.1,-11.4372
43469.5,68.0821
1841.91,3.76925
4171.47,-35.9531
10912.5,38.0929
11378.7,38.3743
1024.3,10.6331
9405.96,26.4441
2555.67,-19.0091
3797.3,-4.4478
26014.3,-9.6369
6854.31,-18.056
24138.1,61.2806
12029.5,36.3483
3358.56,2.7566
1682.15,32.5779
69433.6,-28.0106
9960.63,49.5738
8313.9,15.1342
32084.2,76.3506
24186.9,-27.6399
11478.1,63.8596
5059.73,83.7755
7750.35,-40.6656
749.701,5.28824
1388.44,37.8115
1107.26,37.9803
902.985,116.341
1466.8,43.1579
3164.63,31.8463
28882.8,36.8548
4976.14,58.7478
37811,-9.0015
9178.59,3.20666
21251.8,29.4828
4837.74,67.6378
15833.4,78.4572
810.409,-9.79575
10794.9,41.5821
9367.87,73.8548
810.461,25.8252
4826.88,5.11946
1378.09,37.1362
1086.36,-18.2677
2577.56,38.5994
5959.26,66.0824
40727.5,12.7148
3706.92,65.5268
1932.51,11.252
3066.72,16.8784
47744.7,246.478
7305.23,-15.2496
28437.1,102.733
1224.6,3.99428
4085.74,6.91979
1830.94,-27.1633
2141.64,68.4153
4387.03,26.613
22333.3,127.388
1020.38,13.2212
3279.83,-18.2677
3463.41,-1.2708
4315.93,53.626
16678.6,-22.3979
3404.27,59.4232
1318.06,-2.7534
24024.2,-25.416
13958.9,36.4046
1049.27,13.7838
2606.19,37.4176
810.67,16.0344
9783.05,28.9201
1081.66,50.3617
860.145,2.64408
4589.69,24.0245
20886.3,18.679
21678,67.971
14704.3,22.1113
4048.7,56.4965
17711.8,8.15753
5494.66,74.7423
867.877,-18.003
9927.88,49.1235
1338.8,5.45702
34813.7,20.7609
4338.76,-38.3887
10520.2,52.8944
39130.9,-9.1074
23705,-21.5506
754.926,57.8473
2160.08,78.5127
3159.93,-3.75945
1374.28,-0.7413
14258.6,-10.4312
25634.4,8.60762
1744.32,-17.1558
13277,-4.60665
1670.08,57.6221
2640.05,-44.6898
34659.1,-10.9077
4503.12,42.0323
3482.27,31.5087
25394.8,73.3555
824.515,-56.18
6945.32,48.3356
3938.67,39.6686
2423.34,-18.1089
18851.7,-7.46595
6135.33,-20.4916
8238.15,-52.2617
22590.9,25.8252
1916.68,41.0756
1063.84,53.9075
15789.9,-12.1785
11049.8,31.8463
4661,40.2314
4605.99,1.01262
1001.88,-21.0741
18053,-47.5491
18769.4,85.547
3022.79,41.6383
12783.8,-5.13615
36454.7,63.8596
27582.9,39.4435
8705.31,41.7509
12670.6,91.1345
2032.87,53.2883
1351.34,-21.3918
2190.8,-34.6293
1943.32,-0.68835
16110.8,5.9071
1862.08,-48.8729
3208.88,39.6123
45448.6,63.5261
15792.2,-10.6959
1979.21,81.3386
1717.73,-9.6369
13149.4,-31.0287
3005.6,5.68206
2297.12,-2.9652
1071.05,30.8334
9725.27,38.0366
7561.48,9.67659
1143.2,36.0669
19390.2,4.16306
32664.4,29.5391
4224.4,64.7488
3214.16,26.1628
811.193,-16.0438
1837.32,52.1064
1878.59,-28.3283
1233.95,57.6221
5194.05,67.3601
2776.82,36.5171
1036.31,-14.826
9074.94,45.2965
2796.46,54.8643
1199.84,62.6367
4682.89,35.7855
1702.16,54.6391
3401.87,-37.6474
6872.65,18.6227
2961.45,1.01262
10904.9,47.6602
2390.69,36.5734
1118.39,28.8638
787.004,15.1905
39103.1,43.6644
6938.73,16.5971
26051,39.8937
4095.3,15.9219
11895.9,9.67659
22053.6,-11.3842
13267,-44.3721
1377.47,-14.2435
22740.2,75.4079
19343.6,-9.58395
1877.81,33.7034
17365.5,27.2319
40064.6,-39.3419
18648.7,89.1436
5886.49,65.6379
5363.37,-13.0257
7148.23,-15.1967
916.464,37.4176
5044.99,21.0985
6929.54,5.3445
12824.1,-13.1846
12509.6,65.0823
1508.02,18.2851
835.434,28.1886
13472.6,72.6897
26274.3,50.7557
10286.3,68.0821
1779.01,26.7255
2448,11.1394
758.949,23.2367
17951.4,8.83266
754.247,-22.3449
26676.7,63.3037
6409.66,83.0002
35927.7,13.5025
24438.9,4.78191
11991.5,68.7485
25888.1,96.3293
4187.15,-30.7639
14827.8,56.1025
2505.31,20.2545
10419.1,57.2844
9294.05,31.5087
6067.3,16.6534
846.353,38.0929
36825.2,11.252
7283.18,8.21379
1322.4,97.1025
3430.08,82.1141
52810.6,39.6686
8214.27,42.4262
18206.7,-14.4553
12088,-9.68985
828.956,49.5175
2247.07,43.6081
3800.65,73.7438
814.693,12.8273
4204.75,-0.8472
2749.29,24.137
4609.49,70.1366
21405,59.6483
1615.28,78.0692
2324.07,18.3414
1233.64,81.671
1954.76,42.989
43537.6,53.0632
1913.54,-5.5068
950.736,35.3353
38324.5,26.4441
3123.98,-6.8835
1326.32,77.404
851.786,60.6052
5068.24,-10.1135
940.705,34.8851
30687.4,-11.5961
1283.32,76.2951
3245.24,52.8944
1844.32,71.3578
18934.6,10.6331
8532.54,58.3538
3227.11,51.3748
2485.51,40.5128
1579.44,33.7034
26720.7,55.6522
1251.66,51.9376
4578.66,-32.1407
4077.38,63.0814
987.255,38.0366
1617.11,93.1798
1154.12,67.3045
5952.84,28.8638
2745,46.3658
16775.6,-7.2012
32250.1,-29.5991
3657.81,83.3325
5325.75,-3.0711
9064.39,20.6483
3146.34,59.8735
1474.01,43.6644
11037.9,64.2487
2495.9,77.7921
791.026,-45.8018
1888.15,73.7438
24902.1,-8.0484
3218.39,70.0256
1375.43,-50.779
8210.56,-11.5431
31688.6,74.5204
1387.03,81.2278
2066.51,92.6271
37318,-33.3055
1539.84,62.1811
16883.6,6.4697
3466.13,14.5715
14954.9,53.2321
18573.3,28.3574
6799.97,38.2054
1827.29,71.4688
10334.9,63.4149
1300.2,35.3353
2518.63,14.9654
4979.17,59.9861
762.971,62.5751
1117.86,32.4091
1679.64,18.2288
4755.25,-16.8381
1134.79,14.459
22223.3,-4.7655
1772.43,37.305
957.11,73.6329
3956.44,96.6607
2892.28,11.1394
3623.54,38.6556
10502.1,29.314
12941.5,24.5872
4175.13,34.3787
5302.3,-27.9046
2861.25,-7.25415
1925.5,42.9327
14549.6,-24.0922
12266.9,0.0562562
17032.6,26.613
16116.9,22.7866
2616.33,65.0267
1159.92,-4.236
7427.48,21.6612
9196.88,10.8018
8853.22,95.2244
12553.2,37.6989
5093.11,-3.3888
8434.53,36.7422
5278.05,-13.9788
5485.1,74.0212
1615.75,98.8695
17398.4,57.6784
3643.13,29.9893
12933.7,32.2965
8300.79,-37.1709
1628.08,86.7093
4514.77,-39.9243
1759.11,27.6258
1379.14,-1.53555
22432.8,6.91979
1027.53,55.5959
2275.54,36.686
1754.67,69.97
4656.19,46.3658
1287.97,70.8027
1230.08,19.6355
1118.23,-13.8729
955.699,-11.2783
23383.4,-26.9515
2793.12,70.5807
927.853,17.9475
1494.75,0.393794
17786.6,49.7426
3805.71,82.5018
6560.28,-13.6081
18452.5,-0.47655
32248.7,6.751
27982.4,9.45155
5509.55,-22.0272
4766.22,45.5779
5368.33,20.5358
1390.47,-60.7337
6513.62,37.0799
5463.83,48.8984
3993.48,88.2032
19788.1,96.9368
1108.15,20.1982
1435.93,63.6373
1383.89,-4.18305
13014.3,-33.5173
1617.79,39.8937
944.99,-31.1875
4019.6,17.1598
1568.16,32.184
15792.2,71.6353
1115.57,13.2774
8678.41,29.6517
5055.55,47.8853
13953.5,91.7426
6222.42,67.1379
16197.9,21.83
5589.01,45.6341
3758.12,69.5814
31664.6,8.88893
1128.26,-2.8593
1683.82,42.0886
6894.69,97.9861
7073,62.7478
48192.8,2.25028
10080,23.6306
4244.41,23.1242
6018.93,3.99428
1551.12,4.89443
15870,24.0808
24812.9,-19.9622
18578.7,55.9336
1298.26,-3.22995
4986.38,-71.3236
19269.4,32.9155
22479.9,44.3397
4715.91,68.1377
6016.21,92.8482
5006.33,-17.5264
2348.58,35.5042
8219.39,48.4481
1958.68,29.1452
5533.32,27.0069
15487.9,15.1342
2705.14,-13.4493
9963.04,41.9197
13110.5,5.79458
3324.18,13.8964
2801.27,8.55136
6613.99,59.9861
17334.8,70.3031
1275.69,38.2054
1307.88,0.112512
1084.69,31.1148
25186.5,55.3145
8648.21,30.2144
1717.78,-2.91225
5166.88,-11.2254
2082.97,31.6775
16855.1,30.7208
2527.98,-20.9153
1024.82,72.3012
1596.89,16.5408
6627.94,43.0453
1380.91,31.3961
799.803,16.5971
1203.23,23.912
8455.22,35.8981
3200.73,34.7726
17142.9,-15.8321
1608.28,-16.5204
779.062,23.1242
44254.5,-22.9803
1051.72,68.8596
929.577,62.1249
762.24,-5.87745
27038.4,66.5824
42352.3,13.2774
7908.02,-77.6247
17870.9,34.0973
2859.26,85.1042
23903.7,-46.8608
1298.89,71.1358
2078.06,-37.0121
1483.36,20.3107
2372.66,63.7484
12770.7,89.8626
32382.9,-13.6611
20185.7,-6.61875
28765.8,42.5388
32469,8.66388
17062.1,-31.0287
3987.84,34.1536
1238.91,-12.1256
921.845,93.0693
1623.22,20.6483
1759.84,28.5825
37006.9,-7.8366
2464.66,10.9706
6822.6,-39.7654
1983.08,-14.1906
31860.4,28.9764
18169.1,38.5431
46089.1,71.3578
1899.02,0.225025
6368.54,-11.649
18968,65.9157
1741.14,18.4539
1553.01,59.3106
3751.59,-8.3661
12516.2,18.1726
2946.25,99.532
772.689,40.4565
792.019,32.0714
2352.7,42.8765
14600.5,81.7818
35222.5,84.1077
34558.4,65.9157
2592.66,103.836
2536.66,-30.9757
3826.56,57.3407
15512.5,0.61882
19111,21.0985
1304.27,11.0269
2014.89,-1.32375
1309.7,13.1087
812.499,48.4481
4154.5,10.2955
8696.95,101.684
3039.35,-6.8835
40882.1,53.626
1067.03,9.45155
7103.46,67.6933
3446.38,23.293
5673.44,45.5779
7928.86,35.6167
9296.3,66.9713
752.418,4.66939
2774.68,5.40076
21376.9,62.9146
28734.7,-5.45385
916.778,56.3276
1146.55,24.4747
19938.5,-20.0151
5709.69,30.1581
1247.38,-32.6172
6117.56,65.6379
2070.48,-25.6807
1183.27,4.33183
16127.5,96.0531
1037.46,27.457
6381.13,-29.9697
2983.71,74.354
6893.18,32.184
4129.05,-30.0226
1094.09,26.7818
15893.9,35.8418
5110.51,0.168769
933.235,-26.422
8001.17,59.4795
3490.06,-44.9016
1564.13,57.6784
2385.57,-24.5688
2668.62,22.8991
34589.3,67.5823
8711.16,72.5787
27410.1,50.1366
1787.63,94.4509
1045.14,-2.3298
16850.1,60.2112
2076.91,41.357
3818.57,32.0714
6317.45,-5.8245
1426.89,21.0422
3475.95,40.5691
5827.14,-21.6566
1963.59,-24.9924
4793.13,149.193
2860.1,-17.1028
4641.62,24.5872
25409.8,-7.25415
8188.52,54.6954
5742.56,24.0245
42008,-31.3464
27229.7,-6.40695
4934.81,-15.4084
5772.44,40.6816
36578.2,25.2062
6393.52,21.7737
45444.7,68.0266
3412.16,37.5301
3407.09,12.1522
6416.61,-16.997
35471.1,74.5204
1735.39,0.900104
1296.7,7.93248
3644.75,47.3788
34038.9,87.2073
45140.8,61.8997
39576.3,-49.2964
30089.4,31.7338
3368.48,-9.8487
3459.18,30.9459
17205.8,26.9506
2548.31,51.3748
1548.41,32.184
5292.47,34.9977
14031.5,86.5986
4578.4,19.1854
5245.25,-10.1664
955.752,-13.4493
24056.6,90.858
23940.6,-0.3177
1037.36,-15.938
21419.4,55.0331
35116.4,-24.357
6882.52,-9.6369
1658.17,13.1649
3149.58,36.0669
986.314,8.38257
14378.9,50.418
3701.91,95.0587
20159.6,-43.6837
956.431,-25.0983
851.734,12.1522
5791.98,12.321
6821.39,25.9377
1329.98,17.6662
5710.01,72.5787
766.576,68.5264
980.777,20.4795
25034.9,-2.8593
41434,64.86
7503.81,90.5262
30035.5,-16.8911
1358.29,21.6612
975.918,-48.0786
2204.33,-21.233
2287.29,81.5048
9640.17,-39.5536
1483.15,-5.98335
12738.5,57.3407
1062.17,-27.8517
4188.87,91.0239
10722.6,-11.649
8661.79,3.54421
1590.46,96.7711
845.726,7.20109
2154.39,15.528
10927.1,46.0281
13939.1,1.01262
752.575,-21.8154
14920.1,41.4695
17611.1,12.546
1190.48,7.53865
1086.1,32.1277
2673.74,65.4157
6215.99,52.3878
13689.8,2.98163
21434,45.8593
1437.08,-37.2239
31450.1,28.1886
18389,-32.6702
42496.1,-17.7383
789.668,10.6331
36782.8,67.6378
38042.7,35.9544
1426.99,72.0793
993.42,5.40076
10066.3,-48.5551
1038.87,77.404
